"gene","3_38_F","3_39_F","3_10_M","3_11_M","3_8_M","3_9_M","18_46_F","18_47_F","18_45_M","18_53_M","24_58_M","24_59_M","24_60_M","24_61_M"
"Ivd",2074,1738,604,894,2066,105,2761,1277,736,297,557,1478,801,1556
"Ivl",16,3,0,0,0,0,0,0,0,0,804,0,105,0
"Ivns1abp",3994,3589,1771,1215,5527,528,2881,6071,898,2116,1107,1084,4010,778
"Iws1",2512,4176,907,1764,3261,1027,3693,2043,4650,790,2323,3575,5927,10098
"Iyd",0,0,0,0,0,0,20,0,0,0,0,0,0,0
"Izumo1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Izumo2",0,0,0,0,0,0,0,0,0,0,0,25,0,0
"Izumo3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Izumo4",415,597,207,362,396,58,989,577,2330,220,2751,1749,931,673
"Jag1",2496,1435,576,1314,3786,719,3496,5644,9089,388,7881,1324,943,2823
"Jag2",0,0,3,0,40,52,0,23,0,0,0,0,0,0
"Jagn1",2631,3232,398,58,1945,522,2902,1591,3165,2679,4997,2134,2066,271
"Jak1",27581,27012,7961,6791,38181,3477,34509,16884,37117,18156,51109,29408,32825,22379
"Jak2",1029,1837,333,7,3676,171,1580,1735,2295,4149,1025,476,1943,1675
"Jak3",0,0,48,0,1,13,81,32,0,11,47,0,0,0
"Jakmip1",1,0,0,0,1,0,63,14,4,0,0,0,45,0
"Jakmip2",0,0,0,0,0,0,204,0,2,0,0,26,0,0
"Jakmip3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jam2",2060,3852,2337,111,3121,674,3396,4028,8234,2925,7910,5449,2694,1878
"Jam3",5757,5152,2545,1367,3447,51,4329,5174,291,2333,907,359,3406,3689
"Jarid2",1568,884,271,380,3245,205,849,2174,1628,21,659,491,1143,155
"Jazf1",485,258,249,441,822,189,791,286,871,6586,1,254,364,75
"Jdp2",387,500,238,142,1395,242,758,82,1427,518,3050,332,713,1763
"Jhdm1d",1608,2830,563,1232,7576,144,972,2491,1887,746,1639,367,1196,1098
"Jkamp",9546,2317,1885,2880,5768,713,8474,7253,18894,31555,24458,6728,7952,7551
"Jmjd1c",8498,6845,2567,2097,13493,862,5649,7607,6076,1269,15965,4161,7570,7612
"Jmjd4",445,208,0,0,38,0,0,375,60,362,0,32,2320,0
"Jmjd5",275,0,1,0,76,34,2,9,0,0,0,81,0,58
"Jmjd6",3963,5110,1906,1684,2564,594,5104,5785,4627,4399,8841,18710,7168,3196
"Jmjd7",1381,1,129,5,299,0,1540,957,0,323,3224,1798,29,0
"Jmjd8",4428,2875,1920,159,4310,551,6831,3503,1535,4058,2404,4042,1826,2849
"Jmy",891,378,1525,936,1949,153,1095,2228,1684,481,627,815,229,1549
"Josd1",491,661,889,186,2182,19,49,2732,2625,135,482,7,298,427
"Josd2",1981,564,488,649,1259,141,2558,717,4955,8201,3356,1488,1414,1091
"Jph1",2,1,0,0,0,0,89,0,3,0,118,25,426,0
"Jph2",0,31,0,0,0,0,0,0,0,0,219,0,0,0
"Jph3",0,0,0,20,79,8,0,0,0,0,0,0,0,0
"Jph4",4,1,15,0,14,0,695,0,0,0,0,0,0,0
"Jrk",0,6,0,0,26,0,28,0,0,0,3,0,0,0
"Jrkl",49,0,1,101,411,0,14,130,0,8,0,0,4,74
"Jsrp1",5,54,78,0,70,0,84,16,0,0,0,0,431,511
"Jtb",4332,3299,1430,1636,3876,617,6454,3857,17207,15106,18740,101120,9922,6066
"Jub",0,0,1,37,0,0,0,18,0,0,0,0,0,0
"Jun",142731,224220,62508,20214,251328,26399,164913,232048,251843,83903,163862,139032,217953,178717
"Junb",165959,184221,67934,77647,194973,18737,372751,395487,172457,166738,196340,168857,485736,569539
"Jund",18762,12714,9958,11885,47868,4566,145360,77304,114866,396240,87496,41353,109444,147277
"Jup",5530,7865,3055,2952,22150,2233,17314,8020,6922,23162,16050,39571,15352,11605
"Kalrn",139,78,207,1,536,44,157,397,0,9,334,45,510,0
"Kank1",333,316,198,337,972,83,448,0,56,233,65,181,241,65
"Kank2",976,585,1610,259,4468,144,1986,2857,4917,1180,5436,578,2578,3586
"Kank3",895,202,10,0,294,70,1175,12,0,5734,620,0,1351,0
"Kank4",0,0,0,0,0,0,0,0,923,0,0,0,0,0
"Kap",0,0,1,0,0,0,115,0,0,2,0,0,0,0
"Kars",10450,7870,4456,4272,7755,1097,11905,16952,2176,3952,4114,2416,10281,12332
"Kat2a",94,180,557,14,331,57,133,645,0,20,530,489,0,93
"Kat2b",1007,416,566,989,2055,83,596,1458,393,521,256,326,1497,972
"Kat5",1110,443,8,774,706,273,808,4448,2412,5258,807,1586,3955,3327
"Katna1",4457,4073,667,1651,2838,357,5094,5635,3913,2435,4945,1789,8381,2972
"Katnal1",44,864,155,0,645,66,1084,12,0,4,540,0,1963,364
"Katnal2",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Katnb1",99,247,436,0,1421,249,421,90,378,475,544,0,1260,0
"Kazald1",5894,2856,1793,609,5262,451,6077,7561,36285,9873,13765,105157,6262,8193
"Kazn",1127,1014,49,531,2878,318,448,1534,3345,235,26,234,2424,423
"Kbtbd10",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Kbtbd11",32,2,0,0,97,0,458,21,0,2085,346,0,0,58
"Kbtbd12",0,0,0,0,0,0,0,5,0,0,0,0,0,0
"Kbtbd13",0,0,0,0,66,0,0,0,0,0,0,0,0,0
"Kbtbd2",402,1018,196,224,3832,566,1478,1231,19,740,1041,385,691,1487
"Kbtbd3",141,95,79,0,157,0,19,94,0,13,0,0,25,0
"Kbtbd4",330,580,0,0,1147,190,404,1385,318,219,900,0,1686,104
"Kbtbd5",0,0,0,0,15,1,0,86,0,0,0,0,0,0
"Kbtbd7",0,0,0,1,599,0,0,0,242,42,0,0,1,0
"Kbtbd8",3,0,2,46,0,0,0,0,0,0,0,0,0,0
"Kcmf1",6398,4343,1589,1674,7988,886,8562,7132,5220,7270,6915,5795,7437,11667
"Kcna1",1,0,0,296,0,0,0,0,0,0,0,0,0,1616
"Kcna10",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcna2",1000,3,0,25,442,40,0,0,4640,0,4147,3268,41,13
"Kcna3",0,0,1,0,2,1,7,0,0,1,0,0,0,20
"Kcna4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcna5",0,0,0,87,0,0,0,0,0,1,0,0,0,0
"Kcna6",0,0,0,3,212,0,0,0,0,0,0,0,0,0
"Kcna7",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnab1",338,190,60,140,595,0,351,177,909,0,167,1,794,193
"Kcnab2",0,1,11,0,0,0,1,66,2,0,0,0,0,0
"Kcnab3",0,0,0,0,0,0,0,0,0,3,0,0,0,0
"Kcnb1",0,0,0,257,0,0,24,22,0,0,0,0,0,725
"Kcnb2",0,0,0,0,0,0,0,0,0,0,418,0,0,0
"Kcnc1",0,0,0,0,1,0,5,0,18,0,0,0,0,0
"Kcnc2",488,631,0,0,1385,0,530,0,0,6,125,0,52,520
"Kcnc3",0,0,0,0,0,0,0,0,0,4,0,7,0,0
"Kcnc4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnd1",3,0,149,0,102,0,0,99,3,3,0,0,602,0
"Kcnd2",0,0,0,0,0,0,0,0,8,0,0,0,0,0
"Kcnd3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcne1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcne1l",0,0,119,0,53,0,0,0,0,0,444,477,0,0
"Kcne2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcne3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcne4",688,3943,488,355,2,0,0,3098,538,779,572,499,3454,943
"Kcnf1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcng1",0,282,0,332,0,0,5,26,0,73,0,0,0,239
"Kcng2",17,0,0,0,85,1,0,19,0,6,0,0,0,0
"Kcng3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcng4",296,0,0,0,0,0,0,738,0,358,0,0,0,0
"Kcnh1",0,0,0,0,0,0,5,0,0,345,0,0,0,0
"Kcnh2",0,0,0,0,0,0,0,0,0,0,0,0,67,0
"Kcnh3",0,0,13,0,217,0,0,0,64,0,0,0,9,0
"Kcnh4",0,0,0,7,0,0,0,0,1,99,0,0,0,0
"Kcnh5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnh6",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Kcnh7",0,0,0,0,0,0,0,0,0,7,0,0,0,0
"Kcnh8",0,0,0,0,0,0,0,0,0,0,105,0,0,0
"Kcnip1",1,0,0,0,0,0,0,482,0,0,0,0,0,0
"Kcnip2",0,0,0,0,0,0,0,0,0,3,0,0,0,0
"Kcnip3",70,0,0,1,14,0,222,223,84,8,0,0,64,281
"Kcnip4",247,0,0,0,0,0,0,0,0,0,467,0,19,510
"Kcnj1",0,0,0,0,0,0,0,0,11,0,0,0,0,0
"Kcnj10",0,0,2,0,0,0,3,0,0,0,0,0,0,0
"Kcnj11",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnj12",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnj13",18,109,0,0,21,0,365,0,0,0,0,0,0,139
"Kcnj14",0,0,0,0,15,41,0,0,3,0,0,0,0,1
"Kcnj15",0,0,0,1,0,1,12,0,0,0,0,0,0,0
"Kcnj16",0,0,0,0,0,0,3,0,0,0,0,0,0,0
"Kcnj2",0,1,0,7,1,0,12,347,0,0,0,0,0,0
"Kcnj3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnj4",0,0,0,0,10,0,0,0,0,0,2,0,0,0
"Kcnj5",0,0,0,0,0,0,0,0,7,0,1,0,0,0
"Kcnj6",0,0,0,0,0,0,275,0,43,0,0,0,0,0
"Kcnj8",0,2066,481,0,4,0,0,336,0,2918,264,124,0,320
"Kcnj9",2,0,0,0,0,0,0,0,9,26,0,0,0,0
"Kcnk1",2,1,120,0,78,0,0,0,147,161,1591,0,0,20
"Kcnk10",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Kcnk12",0,0,0,0,0,0,69,50,0,378,0,0,0,0
"Kcnk13",3,0,0,1,0,1,0,0,0,0,0,0,0,0
"Kcnk15",0,0,0,0,0,0,0,0,0,0,0,118,0,0
"Kcnk16",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnk18",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnk2",204,4,77,66,603,23,392,1634,2865,1763,1093,392,79,306
"Kcnk3",0,0,0,398,0,0,0,0,4,0,0,0,0,241
"Kcnk4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnk5",1100,1758,1552,720,4209,84,331,4407,412,9,2042,602,2033,2055
"Kcnk6",153,78,0,0,128,67,136,201,51,5,640,0,0,0
"Kcnk7",0,0,10,2,63,0,467,5,0,2,0,0,18,0
"Kcnk9",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnma1",727,7,865,0,1432,42,31,139,31,17,822,0,5,0
"Kcnmb1",0,0,0,124,0,0,0,0,0,0,0,0,0,0
"Kcnmb2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnmb3",5,2,97,0,0,0,0,0,0,44,0,22,0,505
"Kcnmb4",0,0,0,0,0,0,0,0,430,0,0,0,0,0
"Kcnn1",399,270,360,0,744,36,0,750,0,76,0,128,1046,0
"Kcnn2",0,0,0,0,0,0,0,0,12,0,0,0,0,0
"Kcnn3",75,1071,8,18,563,8,59,23,14,12,34,96,0,0
"Kcnn4",2,712,1,0,831,67,527,252,2,9,1989,0,70,3
"Kcnq1",0,1,0,0,2,0,0,17,0,0,0,48,0,0
"Kcnq1ot1",7247,7974,2449,3139,16055,1024,5075,6262,5565,1214,16854,1891,4282,3035
"Kcnq2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnq3",0,0,0,0,0,0,0,0,0,3,0,0,0,0
"Kcnq4",366,5,284,210,240,69,0,20,0,43,0,0,505,0
"Kcnq5",12,10,4,0,0,0,12,3,0,35,0,0,84,0
"Kcnrg",0,13,131,0,196,0,4,0,0,0,670,0,0,0
"Kcns1",0,0,0,0,0,0,0,4,0,0,0,0,0,0
"Kcns2",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Kcns3",837,2015,425,21,324,8,1938,2628,281,92,26,72,455,85
"Kcnt1",0,0,0,85,0,0,0,0,0,0,0,0,0,0
"Kcnt2",34,747,27,0,354,58,140,0,770,66,37,33,0,1400
"Kcnu1",1,605,16,0,0,0,659,0,0,110,0,0,0,0
"Kcnv1",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Kcnv2",168,0,0,0,0,0,0,0,0,0,0,0,7,0
"Kcp",328,673,155,2,1061,97,1127,1662,230,549,338,0,115,3027
"Kctd1",11,117,99,0,305,17,17,237,836,0,0,0,53,3
"Kctd10",1610,3667,1599,460,8539,721,3378,10321,202,2948,3514,3219,8280,5497
"Kctd11",3546,6076,2216,2,5053,583,3109,6851,30,4166,1576,50,1022,2510
"Kctd12",1194,1153,940,0,4836,596,1172,1724,2151,118,1042,265,438,1134
"Kctd12b",371,0,0,2,276,0,12,5,0,1,25,149,0,0
"Kctd13",1996,351,428,301,777,139,2607,1722,1601,632,756,676,269,1931
"Kctd14",0,0,59,0,0,0,0,4,0,27,21,0,0,0
"Kctd15",419,0,106,0,178,0,52,0,0,3125,72,0,121,941
"Kctd16",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kctd17",462,85,484,330,1084,174,383,837,12,1291,1303,813,1219,421
"Kctd18",162,109,64,685,903,0,5,611,597,0,326,164,125,335
"Kctd19",67,0,0,0,49,0,0,0,0,0,0,0,0,0
"Kctd2",1114,201,880,846,482,455,1970,85,1071,235,2594,277,2647,605
"Kctd20",1143,1412,616,1489,3371,313,1674,1811,1674,391,2172,1359,1996,1711
"Kctd21",524,72,0,0,516,0,461,0,3,0,0,29,0,0
"Kctd3",1653,397,668,42,2016,115,65,757,0,46,33,952,0,2078
"Kctd4",184,13,0,0,0,2,1,0,0,0,0,0,0,6
"Kctd5",252,274,624,393,1250,12,408,1510,959,228,730,5,976,727
"Kctd6",1317,1423,389,1336,2033,541,2033,1100,627,2118,307,28,3457,3029
"Kctd7",514,0,13,0,254,0,1,16,12,158,0,0,5,0
"Kctd8",0,0,53,0,0,0,0,0,0,0,0,0,0,0
"Kctd9",772,201,483,37,2014,19,1216,1839,268,260,88,103,277,215
"Kdelc1",2118,2354,635,1289,2059,297,1676,1136,3909,517,1348,0,1647,2443
"Kdelc2",10078,7281,5822,2937,17823,1923,8863,9733,6260,1764,4969,5071,11128,6618
"Kdelr1",8314,5915,4655,2374,9028,1463,14688,12803,10377,29122,17279,9458,13083,15492
"Kdelr2",28325,14789,14008,13388,31255,4534,29622,34863,61634,19690,37773,18997,19531,22611
"Kdelr3",12772,8193,5401,2372,13797,1722,14456,6943,21938,10558,25699,19091,15541,11559
"Kdm1a",830,1590,963,829,2677,109,926,1025,898,1573,1373,463,3142,1347
"Kdm1b",12,98,5,58,415,182,2,23,681,0,0,0,0,0
"Kdm2a",413,389,268,815,2054,171,900,1062,2734,0,967,440,1786,703
"Kdm2b",328,336,249,0,691,0,232,645,0,23,136,475,116,297
"Kdm3a",535,416,111,324,3258,92,259,423,57,78,1239,1242,619,1145
"Kdm3b",535,623,333,193,971,38,779,1070,8547,88,819,896,2068,943
"Kdm4a",249,111,33,187,518,32,45,164,20,290,29,0,0,26
"Kdm4b",1048,391,141,16,804,18,1346,309,953,96,552,0,1455,839
"Kdm4c",452,95,541,115,2020,517,52,77,1506,194,1883,1501,8,843
"Kdm4d",0,0,0,24,49,0,1,0,0,0,9,0,0,0
"Kdm5a",1368,1565,1735,382,4658,199,646,2801,3529,3145,11246,630,406,1889
"Kdm5b",1911,2071,538,1026,3504,126,1609,3017,13870,10101,2538,249,1322,1549
"Kdm5c",1474,2530,741,395,1608,169,2913,1478,3497,890,2937,528,1182,1694
"Kdm5d",0,0,78,0,289,79,0,0,0,1372,31,447,293,0
"Kdm6a",142,194,88,25,937,19,459,177,0,25,105,49,443,41
"Kdm6b",25974,19192,6273,8570,18472,1410,80604,133617,156304,18783,185517,50664,80949,77936
"Kdr",0,46,1,0,7,7,448,0,0,28,0,0,0,99
"Kdsr",2545,1803,1546,1286,3704,423,4785,7562,5473,433,8507,4084,3909,4291
"Keap1",2400,2037,857,648,2179,172,2642,696,79,1410,196,2585,1479,4800
"Keg1",0,0,0,1,0,0,70,0,0,0,0,0,0,0
"Kel",0,0,0,0,0,0,0,15,0,0,0,0,0,0
"Kera",0,0,2091,0,29222,571,7523,14563,1046,246,111,14658,50,6519
"Khdc1a",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Khdc1b",0,80,0,0,0,0,0,0,10,0,0,0,0,0
"Khdc1c",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Khdrbs1",2716,1447,2087,1341,4594,555,1613,2099,517,650,1617,311,2296,1362
"Khdrbs2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Khdrbs3",358,614,102,149,56,43,264,532,1952,113,941,10,2071,324
"Khk",1941,838,217,0,749,58,2779,1325,102,1625,7105,11419,1399,1677
"Khnyn",39,13,235,61,258,52,342,1396,327,26,0,990,120,161
"Khsrp",327,267,165,50,914,78,935,843,819,721,2259,154,777,577
"Kidins220",178,2296,534,8,1979,25,729,1965,2238,209,353,47,4066,757
"Kif11",0,0,1,0,0,0,5,28,0,0,451,0,0,1
"Kif12",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kif13a",831,929,207,184,1623,112,825,1208,6,2329,228,1,98,260
"Kif13b",903,288,294,1438,2206,282,799,305,2415,3835,983,1619,627,167
"Kif14",1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Kif15",2,0,0,0,75,0,2,34,5,0,0,0,0,0
"Kif16b",78,40,157,0,677,92,11,300,19,343,1238,234,702,196
"Kif17",49,7,0,0,0,0,0,46,0,0,0,0,0,0
"Kif18a",0,0,12,0,471,0,0,0,0,3,0,0,0,0
"Kif18b",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kif19a",102,42,0,0,17,0,0,0,15,0,17,0,0,0
"Kif1a",0,1,0,310,95,0,0,0,0,0,0,3,0,68
"Kif1b",3795,3705,2638,2193,9105,816,4357,4848,8751,4142,16089,1410,5693,3885
"Kif1c",502,247,67,172,1176,34,1129,297,0,710,890,3,695,472
"Kif20a",5,0,0,0,207,3,9,10,0,0,34,0,1198,0
"Kif20b",0,0,1,0,8,1,25,68,3,0,0,0,622,0
"Kif21a",1050,2007,607,858,1604,90,3017,1063,902,1031,3351,1612,3725,5362
"Kif21b",0,0,99,0,150,0,1,179,10,10,0,0,1,697
"Kif22",0,1,0,0,10,0,20,59,0,0,0,0,0,0
"Kif23",0,56,0,0,160,0,3,9,0,0,0,0,0,0
"Kif24",252,746,23,0,655,0,256,41,117,314,80,0,0,447
"Kif26a",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Kif26b",0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Kif27",0,22,0,0,0,0,112,103,0,67,0,0,0,0
"Kif2a",3140,2232,612,1220,3506,304,4691,2233,2629,839,3980,1623,6135,5325
"Kif2b",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kif2c",0,0,0,0,0,0,1,37,0,16,0,0,0,0
"Kif3a",1183,810,1155,587,2847,446,2503,1656,7535,2824,3571,3552,4995,1458
"Kif3b",219,1096,222,47,1627,459,1088,51,0,198,1673,223,502,2038
"Kif3c",0,1,304,0,213,28,792,57,0,33,1272,300,65,0
"Kif4",0,0,0,0,0,0,0,12,0,0,0,13,0,0
"Kif4-ps",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kif5a",0,0,1,0,197,99,111,758,1,2,0,0,0,32
"Kif5b",8876,9343,2235,1902,12472,1496,7313,12302,5369,8565,7102,7242,10298,9944
"Kif5c",0,0,0,102,15,0,0,119,0,0,0,0,0,0
"Kif6",0,286,0,0,0,0,0,141,236,164,0,0,0,0
"Kif7",219,0,8,16,0,0,1,407,3,0,3,0,0,678
"Kif9",0,0,117,0,127,0,0,0,14,34,0,0,87,0
"Kifap3",1203,661,465,2,955,283,780,1310,392,4185,3325,1067,391,627
"Kifc1",151,0,155,0,91,1,12,26,0,0,2,0,0,1
"Kifc2",28,119,0,0,3,0,83,45,0,0,2,0,0,0
"Kifc3",1,0,145,116,414,19,41,975,0,32,0,48,0,48
"Kifc5b",1,0,0,0,3,0,1,332,0,0,703,0,0,0
"Kin",570,826,169,52,706,42,739,1174,3389,367,1506,1386,1162,20
"Kir3dl1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kir3dl2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kirrel",450,469,73,229,1169,102,977,234,0,327,86,343,68,654
"Kirrel2",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Kirrel3",0,0,0,4,207,0,0,0,0,0,0,54,0,0
"Kis2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kiss1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kiss1r",0,0,0,0,1,0,74,264,0,0,0,0,0,12
"Kit",0,1,0,0,3,0,0,104,20,0,0,0,0,1
"Kitl",775,727,326,167,1927,527,1828,2616,3288,960,3599,499,3118,1383
"Kl",0,5,0,0,0,0,0,0,0,0,0,0,0,0
"Klb",0,90,162,35,171,29,0,13,0,59,0,0,0,0
"Klc1",4783,3495,1116,1091,5146,629,3985,7584,2331,2958,3988,2118,4973,2140
"Klc2",0,0,0,6,11,1,212,0,103,111,0,0,0,0
"Klc3",1,0,1,0,91,0,0,257,0,28,2,0,0,8
"Klc4",554,776,657,197,1043,68,1882,521,15,567,917,4,919,150
"Klf1",0,0,0,0,5,0,0,303,0,0,0,0,0,0
"Klf10",919,9600,846,1055,7568,294,544,4426,156,568,2765,412,744,1146
"Klf11",934,1,613,39,2325,236,779,1698,314,1642,0,245,1464,16
"Klf12",268,174,152,627,833,38,4,6,31,0,23,11,727,100
"Klf13",16607,12700,8938,9094,14999,1405,47452,61626,105756,19234,67257,25810,43357,69662
"Klf14",541,0,116,0,258,0,62,180,623,0,0,0,0,178
"Klf15",619,416,391,172,604,115,2,828,0,3149,0,0,539,1626
"Klf16",722,402,233,103,1280,103,2080,4965,3510,553,1504,1615,1816,2993
"Klf17",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klf2",6852,9640,7048,7785,32101,1418,28837,23100,41184,22941,65801,26118,38485,35701
"Klf3",3658,3685,1184,3865,7337,418,7429,3678,9100,729,1578,1509,4306,4833
"Klf4",20477,11620,5966,6594,32320,2225,21585,18288,60186,19693,79619,15022,31220,21248
"Klf5",635,961,269,12,677,36,1954,1806,3078,608,6314,519,3192,4383
"Klf6",74551,58529,14501,14911,62507,6491,46875,30116,94560,21867,74565,213583,103870,54447
"Klf7",4085,2852,1413,1053,5168,505,5395,2734,10203,1988,22809,4270,7862,8065
"Klf8",0,0,151,0,0,0,0,0,0,0,0,0,0,0
"Klf9",24560,25567,9453,9184,32239,3228,40278,29007,31231,56220,43136,15905,33450,34899
"Klhdc1",50,10,33,10,376,0,52,27,59,0,0,697,0,263
"Klhdc10",17,511,408,477,1246,218,500,859,0,326,252,64,3,311
"Klhdc2",11331,5752,2444,3129,4517,769,6987,8538,2982,3402,2069,3059,5103,9792
"Klhdc3",1531,3654,1505,0,1388,486,2159,2960,641,2183,38,395,1830,1380
"Klhdc4",1965,1157,209,5,1041,1,163,1147,23,576,429,546,1698,926
"Klhdc5",558,206,380,128,1278,18,90,1634,1827,1784,4115,0,2004,490
"Klhdc7a",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Klhdc7b",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klhdc8a",0,0,119,0,0,0,0,0,0,0,0,0,0,0
"Klhdc8b",508,116,2,1,560,1,1181,0,1250,978,0,585,0,2932
"Klhdc9",45,64,260,0,402,0,292,1615,7,190,0,12,327,1175
"Klhl1",0,0,0,0,0,0,0,0,0,0,0,26,15,0
"Klhl10",0,0,0,0,95,0,130,0,0,0,0,0,0,0
"Klhl11",436,0,5,0,274,0,3,45,0,33,33,278,0,399
"Klhl12",4,390,260,1,901,21,97,717,0,0,11,358,1034,66
"Klhl13",4375,5413,2518,5536,8736,973,5594,5714,2124,534,2568,760,1504,3528
"Klhl14",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klhl15",562,226,2,2,642,39,225,698,116,542,2392,0,1560,298
"Klhl17",290,261,730,0,1033,129,84,0,2510,691,1277,14,0,2284
"Klhl18",417,955,144,47,532,73,29,59,336,141,310,0,46,1837
"Klhl2",97,2,176,73,887,106,21,218,99,11,779,0,1303,0
"Klhl20",147,372,130,0,692,0,647,715,0,254,50,0,659,302
"Klhl21",495,2638,424,324,5924,201,340,3196,1672,385,1029,1125,1626,1241
"Klhl22",1173,260,1437,117,3947,410,1973,1395,1057,867,6,270,1297,1928
"Klhl23",9,481,0,296,0,0,10,609,0,0,0,0,0,0
"Klhl24",1041,1094,1126,1000,4441,177,810,2651,286,487,598,1027,1027,526
"Klhl25",14,339,100,881,881,49,7,840,0,23,1034,0,37,534
"Klhl26",518,1389,723,325,1608,24,1154,4322,1224,705,1496,56,278,1251
"Klhl28",412,145,376,108,367,91,141,117,1292,0,0,370,0,1141
"Klhl29",1921,660,457,95,1477,11,1390,3910,520,291,883,379,910,3797
"Klhl3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klhl30",0,0,0,0,0,0,6,0,0,0,0,0,0,0
"Klhl31",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klhl32",0,234,0,0,0,0,317,0,0,0,0,0,0,0
"Klhl33",0,192,276,0,422,0,765,0,62,239,0,2936,0,1285
"Klhl34",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klhl35",0,22,50,0,31,1,0,183,0,0,37,0,747,67
"Klhl36",423,386,98,128,516,145,858,3,0,58,125,405,699,2289
"Klhl38",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Klhl4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klhl5",5,56,298,3,511,16,256,265,1351,12,1023,635,11,200
"Klhl6",3,2,0,0,5,108,29,109,11,5,0,0,0,0
"Klhl7",7,386,1184,727,1992,159,345,2486,196,0,9,93,156,1195
"Klhl8",467,190,371,11,1585,0,197,634,6234,124,142,51,2727,564
"Klhl9",3559,2104,1043,1585,5678,264,6656,9541,15454,1072,13063,7758,3699,4619
"Klk1",0,0,36,0,0,0,0,0,0,0,0,0,0,4
"Klk10",1,0,0,0,1,56,0,0,0,0,0,0,0,0
"Klk11",0,0,1,0,0,3,0,0,0,0,0,0,0,0
"Klk12",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Klk13",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk14",0,0,0,0,0,0,0,0,0,1,0,1,1,0
"Klk15",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk1b1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk1b11",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk1b16",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk1b21",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk1b22",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk1b24",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk1b26",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk1b27",0,0,0,0,0,0,0,0,0,0,0,15,0,0
